trial,step,original,complete,window,sups,size
7,4195,32,32,1,1,100
7,4211,17,17,1,1,100
7,4220,9,9,1,1,100
7,4191,38,38,1,1,100
7,4213,17,17,1,1,100
7,4205,27,27,1,1,100
7,4137,49,97,1,1,100
7,4015,30,219,1,1,100
7,4198,37,37,1,1,100
7,4234,1,1,1,1,100
7,4222,13,13,1,1,100
7,4206,30,30,1,1,100
7,4185,36,52,1,1,100
7,4201,36,36,1,1,100
7,4207,34,34,1,1,100
7,4230,11,11,1,1,100
7,4216,25,25,1,1,100
7,4218,1,24,1,1,100
7,4146,50,96,1,1,100
7,4231,12,12,1,1,100
7,4209,34,34,1,1,100
7,4215,28,28,1,1,100
7,4226,20,20,1,1,100
7,4233,13,13,1,1,100
7,4208,17,38,1,1,100
7,4212,29,35,1,1,100
7,4214,34,34,1,1,100
7,4236,15,15,1,1,100
7,4186,36,66,1,1,100
7,4203,49,49,1,1,100
7,4246,9,9,1,1,100
7,4155,13,100,1,1,100
7,4247,9,9,1,1,100
7,4196,21,62,1,1,100
7,3827,32,430,1,1,100
7,4219,25,43,1,1,100
7,4232,30,30,1,1,100
7,4210,39,53,1,1,100
7,4223,41,41,1,1,100
7,4217,34,49,1,1,100
7,4238,29,29,1,1,100
7,4241,27,27,1,1,100
7,4225,24,45,1,1,100
7,4179,40,95,1,1,100
7,4239,35,35,1,1,100
7,4228,47,47,1,1,100
7,4269,6,6,1,1,100
7,4024,41,251,1,1,100
7,4255,22,22,1,1,100
7,4237,46,46,1,1,100
7,4242,26,42,1,1,100
7,4275,8,8,1,1,100
7,4229,35,57,1,1,100
7,4224,40,64,1,1,100
7,4245,15,43,1,1,100
7,4276,14,14,1,1,100
7,4265,25,25,1,1,100
7,4263,28,28,1,1,100
7,4248,44,44,1,1,100
7,4259,9,33,1,1,100
7,4244,49,49,1,1,100
7,4250,44,44,1,1,100
7,4279,15,15,1,1,100
7,4254,41,41,1,1,100
7,4274,4,22,1,1,100
7,4271,25,25,1,1,100
7,4249,13,48,1,1,100
7,4252,45,45,1,1,100
7,4106,23,191,1,1,100
7,4260,39,39,1,1,100
7,4243,40,59,1,1,100
7,4240,38,62,1,1,100
7,4261,41,41,1,1,100
7,4256,46,46,1,1,100
7,3829,46,475,1,1,100
7,4292,11,11,1,1,100
7,4266,40,40,1,1,100
7,4150,9,156,1,1,100
7,4287,21,21,1,1,100
7,4297,11,11,1,1,100
7,4294,14,14,1,1,100
7,4291,18,18,1,1,100
7,4251,21,58,1,1,100
7,4253,13,57,1,1,100
7,4308,4,4,1,1,100
7,4288,24,24,1,1,100
7,4221,50,92,1,1,100
7,4272,42,42,1,1,100
7,4282,33,33,1,1,100
7,4267,23,50,1,1,100
7,4227,48,91,1,1,100
7,4280,40,40,1,1,100
7,4309,10,10,1,1,100
7,4317,4,4,1,1,100
7,4285,36,37,1,1,100
7,4281,42,42,1,1,100
7,4304,20,20,1,1,100
7,4264,26,61,1,1,100
7,4262,39,65,1,1,100
7,4278,49,49,1,1,100
7,4306,22,22,1,1,100
7,3849,29,484,1,1,100
7,4293,26,41,1,1,100
7,4277,33,58,1,1,100
7,4302,35,35,1,1,100
7,4310,28,28,1,1,100
7,4323,15,15,1,1,100
7,4289,49,49,1,1,100
7,4298,23,42,1,1,100
7,4321,22,22,1,1,100
7,4319,25,25,1,1,100
7,4296,48,48,1,1,100
7,4295,49,50,1,1,100
7,4327,19,19,1,1,100
7,4305,40,40,1,1,100
7,4343,3,3,1,1,100
7,4332,16,16,1,1,100
7,4235,30,113,1,1,100
7,4312,29,36,1,1,100
7,4257,40,92,1,1,100
7,4300,37,49,1,1,100
7,4284,15,66,1,1,100
7,4175,47,179,1,1,100
7,4345,9,9,1,1,100
7,4338,16,16,1,1,100
7,4316,39,39,1,1,100
7,4313,42,42,1,1,100
7,4339,2,17,1,1,100
7,3876,24,481,1,1,100
7,4347,10,10,1,1,100
7,4330,28,28,1,1,100
7,4342,18,18,1,1,100
7,4336,24,24,1,1,100
